          -5	           0	    0.008421
     -3.8889	    0.045269	    0.021171
     -2.7778	   -0.039409	    0.066898
     -1.6667	     0.58508	     0.27204
    -0.55556	    -0.60248	   -0.066189
     0.55556	    -0.60248	   -0.066188
      1.6667	     0.58508	     0.27204
      2.7778	   -0.039409	    0.066898
      3.8889	    0.045269	    0.021171
           5	           0	    0.008421
