     1      1     -0.002115       0.000184      -0.005914       0.008274      -0.000326       0.008703      -0.000465      -0.017219       0.011144       0.001908  
     1      2     -0.004184       0.000554      -0.011493       0.015813       0.000149       0.016476       0.000077      -0.031993       0.019918       0.005274  
     1      3     -0.006158       0.001276      -0.016428       0.021947       0.002050       0.022555       0.002352      -0.042275       0.024739       0.011006  
     1      4     -0.007996       0.002475      -0.020458       0.026131       0.005688       0.026476       0.006587      -0.046746       0.025335       0.019091  
     1      5     -0.009654       0.004221      -0.023390       0.027993       0.010981       0.028151       0.012407      -0.045008       0.022803       0.028563  
     1      6     -0.011097       0.006517      -0.025114       0.027368       0.017459       0.027872       0.018865      -0.037623       0.019201       0.037795  
     1      7     -0.012292       0.009298      -0.025607       0.024311       0.024340       0.026234       0.024612      -0.025979       0.016804       0.045026  
     1      8     -0.013213       0.012431      -0.024931       0.019094       0.030677       0.024009       0.028172      -0.012027       0.017296       0.048942  
     1      9     -0.013838       0.015726      -0.023230       0.012181       0.035536       0.021985       0.028263       0.002078       0.021158       0.049106  
     1     10     -0.014155       0.018951      -0.020713       0.004185       0.038171       0.020796       0.024103       0.014351       0.027492       0.046088  
     1     11     -0.014155       0.021848      -0.017629      -0.004183       0.038171       0.020796       0.015632       0.023292       0.034322       0.041254  
     1     12     -0.013839       0.024161      -0.014255      -0.012179       0.035536       0.021986       0.003601       0.028109       0.039275       0.036284  
     1     13     -0.013213       0.025654      -0.010860      -0.019093       0.030677       0.024010      -0.010489       0.028780       0.040404       0.032589  
     1     14     -0.012293       0.026134      -0.007691      -0.024310       0.024339       0.026235      -0.024612       0.025978       0.036874       0.030825  
     1     15     -0.011098       0.025470      -0.004946      -0.027367       0.017458       0.027873      -0.036549       0.020868       0.029256       0.030681  
     1     16     -0.009655       0.023608      -0.002762      -0.027993       0.010981       0.028153      -0.044272       0.014819       0.019351       0.031009  
     1     17     -0.007996       0.020572      -0.001201      -0.026131       0.005687       0.026477      -0.046322       0.009101       0.009575       0.030247  
     1     18     -0.006159       0.016476      -0.000254      -0.021947       0.002049       0.022556      -0.042086       0.004631       0.002149       0.026995  
     1     19     -0.004184       0.011506       0.000160      -0.015813       0.000148       0.016477      -0.031941       0.001804      -0.001652       0.020541  
     1     20     -0.002116       0.005914       0.000184      -0.008274      -0.000326       0.008704      -0.017218       0.000465      -0.001909       0.011146  

     2      1     -0.004184       0.000161      -0.011505       0.015814      -0.001381       0.016419      -0.001804      -0.031942       0.020538       0.001650  
     2      2     -0.008274       0.000695      -0.022353       0.030222      -0.001161       0.031015      -0.001602      -0.059297       0.036420       0.006234  
     2      3     -0.012179       0.001934      -0.031934       0.041945       0.001911       0.042296       0.002068      -0.078233       0.044553       0.015587  
     2      4     -0.015813       0.004129      -0.039738       0.049941       0.008466       0.049361       0.009700      -0.086290       0.044428       0.029733  
     2      5     -0.019093       0.007422      -0.045388       0.053500       0.018358       0.052053       0.020617      -0.082750       0.038243       0.046803  
     2      6     -0.021947       0.011825      -0.048668       0.052305       0.030666       0.050959       0.033028      -0.068708       0.030094       0.063613  
     2      7     -0.024310       0.017210      -0.049534       0.046463       0.043858       0.047271       0.044350      -0.046813       0.024506       0.076714  
     2      8     -0.026131       0.023318      -0.048115       0.036492       0.056071       0.042527       0.051730      -0.020758       0.024824       0.083535  
     2      9     -0.027368       0.029774      -0.044695       0.023279       0.065463       0.038289       0.052669       0.005393       0.032017       0.083231  
     2     10     -0.027993       0.036121      -0.039687       0.007998       0.070565       0.035819       0.045602       0.027915       0.044320       0.076945  
     2     11     -0.027993       0.041851      -0.033590      -0.007994       0.070565       0.035819       0.030337       0.044028       0.057828       0.067386  
     2     12     -0.027368       0.046456      -0.026945      -0.023276       0.065463       0.038291       0.008230       0.052300       0.067847       0.057875  
     2     13     -0.026131       0.049468      -0.020288      -0.036489       0.056071       0.042529      -0.017934       0.052774       0.070524       0.051194  
     2     14     -0.024311       0.050506      -0.014103      -0.046460       0.043858       0.047274      -0.044350       0.046811       0.064196       0.048628  
     2     15     -0.021948       0.049308      -0.008782      -0.052303       0.030665       0.050962      -0.066824       0.036689       0.049980       0.049543  
     2     16     -0.019094       0.045762      -0.004591      -0.053498       0.018357       0.052056      -0.081516       0.025055       0.031415       0.051639  
     2     17     -0.015814       0.039919      -0.001655      -0.049940       0.008465       0.049364      -0.085639       0.014345       0.013259       0.051796  
     2     18     -0.012180       0.031993       0.000052      -0.041944       0.001910       0.042299      -0.078007       0.006288      -0.000123       0.047208  
