  2	2.548861e-01
  3	1.786222e-01
  4	1.380176e-01
  5	1.125808e-01
  6	9.510115e-02
  7	8.233662e-02
  8	7.260039e-02
  9	6.492817e-02
 10	5.872430e-02
 11	5.360466e-02
 12	4.930578e-02
 13	4.564677e-02
 14	4.249388e-02
 15	3.974803e-02
 16	3.733655e-02
 17	3.519975e-02
 18	3.329529e-02
 19	3.158668e-02
 20	3.004507e-02
 21	2.864577e-02
 22	2.737158e-02
 23	2.620658e-02
 24	2.513566e-02
 25	2.414926e-02
 26	2.323919e-02
 27	2.239215e-02
 28	2.160610e-02
 29	2.087271e-02
 30	2.019035e-02
 31	1.954847e-02
 32	1.894641e-02
 33	1.838223e-02
 34	1.784830e-02
 35	1.734413e-02
 36	1.687082e-02
 37	1.641933e-02
 38	1.599260e-02
 39	1.558653e-02
 40	1.520502e-02
 41	1.483789e-02
 42	1.448564e-02
 43	1.415642e-02
 44	1.383679e-02
 45	1.353338e-02
 46	1.324275e-02
 47	1.296262e-02
 48	1.269572e-02
 49	1.243992e-02
 50	1.219396e-02
 51	1.195630e-02
 52	1.172666e-02
 53	1.150656e-02
 54	1.129500e-02
 55	1.109489e-02
 56	1.089977e-02
 57	1.070999e-02
 58	1.052262e-02
 59	1.034661e-02
 60	1.017697e-02
 61	1.001054e-02
 62	9.849099e-03
 63	9.693964e-03
 64	9.546946e-03
 65	9.402737e-03
 66	9.257864e-03
 67	9.123732e-03
 68	8.985517e-03
 69	8.861743e-03
 70	8.733713e-03
 71	8.610596e-03
 72	8.491202e-03
 73	8.377930e-03
 74	8.264891e-03
 75	8.151396e-03
 76	8.046358e-03
 77	7.943974e-03
 78	7.843983e-03
 79	7.746571e-03
 80	7.644924e-03
 81	7.556731e-03
 82	7.464211e-03
 83	7.371362e-03
 84	7.282014e-03
 85	7.200792e-03
 86	7.120016e-03
 87	7.037426e-03
 88	6.953388e-03
 89	6.879606e-03
 90	6.805581e-03
 91	6.731961e-03
 92	6.652408e-03
 93	6.581926e-03
 94	6.515528e-03
 95	6.449793e-03
 96	6.376656e-03
 97	6.316740e-03
 98	6.251418e-03
 99	6.187961e-03
100	6.127981e-03


  2	5.629148e-01
  4	3.916181e-01
  6	3.180151e-01
  8	2.746379e-01
 10	2.452222e-01
 12	2.235963e-01
 14	2.068365e-01
 16	1.933552e-01
 18	1.822066e-01
 20	1.727874e-01
 22	1.646924e-01
 24	1.576377e-01
 26	1.514182e-01
 28	1.458810e-01
 30	1.409100e-01
 32	1.364148e-01
 34	1.323239e-01
 36	1.285804e-01
 38	1.251375e-01
 40	1.219571e-01
 42	1.190076e-01
 44	1.162621e-01
 46	1.136983e-01
 48	1.112970e-01
 50	1.090416e-01
 52	1.069180e-01
 54	1.049139e-01
 56	1.030183e-01
 58	1.012219e-01
 60	9.951641e-02
 62	9.789422e-02
 64	9.634892e-02
 66	9.487450e-02
 68	9.346580e-02
 70	9.211800e-02
 72	9.082692e-02
 74	8.958858e-02
 76	8.839960e-02
 78	8.725675e-02
 80	8.615710e-02
 82	8.509796e-02
 84	8.407697e-02
 86	8.309190e-02
 88	8.214059e-02
 90	8.122128e-02
 92	8.033214e-02
 94	7.947159e-02
 96	7.863810e-02
 98	7.783031e-02
100	7.704689e-02


  2	9.151459e-01
  3	2.940930e-01
  4	1.081389e-01
  5	1.048612e-01
  6	7.664180e-02
  7	5.566527e-02
  8	4.369330e-02
  9	3.500381e-02
 10	2.864819e-02
 11	2.388558e-02
 12	2.021677e-02
 13	1.733224e-02
 14	1.502350e-02
 15	1.314702e-02
 16	1.160129e-02
 17	1.031294e-02
 18	9.227855e-03
 19	8.305397e-03
 20	7.514665e-03
 21	6.831696e-03
 22	6.237784e-03
 23	5.718077e-03
 24	5.260706e-03
 25	4.856117e-03
 26	4.496465e-03
 27	4.175306e-03
 28	3.887413e-03
 29	3.628260e-03
 30	3.394185e-03
 31	3.182080e-03
 32	2.989242e-03
 33	2.813405e-03
 34	2.652659e-03
 35	2.505321e-03
 36	2.369887e-03
 37	2.245161e-03
 38	2.130028e-03
 39	2.023538e-03
 40	1.924825e-03
 41	1.833159e-03
 42	1.747919e-03
 43	1.668471e-03
 44	1.594314e-03
 45	1.524992e-03
 46	1.460098e-03
 47	1.399264e-03
 48	1.342164e-03
 49	1.288469e-03
 50	1.237938e-03
 51	1.190340e-03
 52	1.145407e-03
 53	1.102997e-03
 54	1.062873e-03
 55	1.024916e-03
 56	9.889528e-04
 57	9.548714e-04
 58	9.224798e-04
 59	8.917309e-04
 60	8.625017e-04
 61	8.346887e-04
 62	8.081723e-04
 63	7.829304e-04
 64	7.588292e-04
 65	7.358401e-04
 66	7.138641e-04
 67	6.928841e-04
 68	6.727924e-04
 69	6.535664e-04
 70	6.351672e-04
 71	6.175045e-04
 72	6.006025e-04
 73	5.843575e-04
 74	5.687844e-04
 75	5.538160e-04
 76	5.394173e-04
 77	5.256009e-04
 78	5.122844e-04
 79	4.994908e-04
 80	4.871514e-04
 81	4.752728e-04
 82	4.637984e-04
 83	4.527673e-04
 84	4.421259e-04
 85	4.318181e-04
